TradingDate,AAA,ACB,AGG,ANV,ASM,BCG,BCM,BID,BMP,BVH,BWE,CII,CMG,CRE,CTD,CTG,CTR,DBC,DCM,DGC,DGW,DHC,DIG,DPM,DXG,DXS,EIB,FPT,FRT,FTS,GAS,GEG,GEX,GMD,GVR,HCM,HDB,HDC,HDG,HHV,HPG,HSG,HT1,IMP,KBC,KDC,KDH,KOS,LPB,MBB,MSB,MSN,MWG,NKG,NLG,NT2,NVL,OCB,PAN,PC1,PDR,PHR,PLX,PNJ,POW,PPC,PTB,PVD,PVT,REE,SAB,SAM,SBT,SCR,SCS,SHB,SJS,SSB,SSI,STB,SZC,TCB,TCH,TMS,TPB,VCB,VCG,VCI,VHC,VHM,VIB,VIC,VIX,VJC,VND,VNM,VPB,VPI,VRE,VSH
7/4/2022,11450,17015,34455,44805,13237,13251,61659,31103,44928,49172,43642,15659,33265,12664,40575,23804,60711,22400,27544,96411,60977,51131,30001,38493,19127,12342,22882,72816,74209,18624,87338,21793,20029,48054,21434,15421,16203,27419,34065,9942,20000,13323,14500,55383,32500,62136,32546,34300,9187,17012,13153,107700,67156,18700,34515,21666,74000,11367,20900,29114,46621,54538,36608,89275,13500,13984,55552,15546,18422,62332,72792,10625,15207,8760,74824,10021,72000,26317,19434,22350,29500,35252,9016,54247,17675,62740,16727,26885,68809,61000,17874,72700,7846,129600,16865,67623,17619,55020,28500,35697
7/5/2022,11250,17155,34364,41678,12522,12558,60680,32213,44534,48347,42193,15899,32867,12664,41400,24162,57912,22700,25901,89784,56748,50520,28608,35826,18938,11840,22952,71724,69032,18722,82834,20283,19442,46493,20668,15388,16335,26485,33999,9609,19909,13559,14035,55383,31800,59990,32000,34300,9187,17600,13307,102000,64878,18700,34466,20187,73500,11401,20100,27186,46982,54186,36426,85525,13000,13944,54731,15091,18198,58005,71512,10192,14612,8380,74148,10168,71900,26359,18953,23050,27470,36610,8649,54448,17804,62656,15955,26664,64006,60500,17727,72300,7924,125900,16338,65822,17800,55020,27950,33216
7/6/2022,10950,16980,34319,41958,11896,12235,58037,31591,44849,48531,41425,15803,32299,11839,41475,23133,55209,24250,24122,83520,52814,49605,28608,33392,18512,11840,22599,70128,64200,17491,77044,19717,18465,43561,19950,15154,15741,25552,33120,9234,19500,13520,13896,55477,31500,57063,31864,33950,8815,17219,13076,100000,63392,18500,34029,19491,73400,11034,19800,26089,46982,54010,34657,80766,12800,13785,52633,14046,16939,54045,72365,10096,14188,8427,72699,9836,70000,26109,18280,22500,27306,36464,8445,54381,17448,61640,15546,25746,62983,59100,17727,67500,7745,127100,15460,65868,17378,54753,26000,32214
7/7/2022,11100,16945,34319,42565,11538,12466,58331,32213,44770,50362,42022,16234,32412,12075,44325,23536,55981,24500,24624,89330,55076,49070,29468,34010,18843,11911,22140,69792,67738,18230,75677,20377,18612,44648,19855,15622,15840,25701,35000,9484,19773,13638,13896,55383,31700,57453,32364,33950,8883,17358,12923,103000,63392,18400,34515,20013,74000,11067,19800,26467,47253,54274,35383,83651,12800,13745,52724,13637,16625,55292,74073,10096,14612,8612,70815,9910,69600,26026,18376,22600,26848,36658,8567,53712,17772,63926,15637,26224,64242,61000,18463,69800,7807,129300,15548,68011,17438,54931,27000,32998
7/8/2022,11300,16840,34319,42565,12030,13297,57646,31059,44770,49996,42107,17335,32412,12428,45525,23178,58394,24600,26129,88967,56060,51818,31517,35865,20122,11983,21999,70212,68255,18230,76883,19811,19247,45121,20285,16223,15642,27494,34880,9983,20409,14348,14314,55477,32100,57453,32773,34500,8950,17323,12923,104900,64383,19000,35536,20144,73800,11001,20500,26392,47705,56034,35701,83651,13000,13785,55369,14091,17119,56392,73551,10384,15037,9214,72216,10021,69000,26359,19627,22500,28649,36416,9138,53177,17545,62656,16727,27252,63376,61000,18426,70000,8157,127800,16119,68011,17257,55555,27000,33782
7/11/2022,11350,16489,34319,39625,11940,12835,57842,30615,43197,49996,40573,17479,32299,12605,46200,22820,57139,26300,25217,86334,52224,49910,32870,35826,19790,11840,21646,69540,64286,16973,76320,19340,20029,45500,20046,15121,15114,28465,34440,10066,20046,14032,14453,55853,33200,57356,31819,34700,8782,16874,12692,102500,63887,18800,35196,19317,73400,11167,20600,25030,47253,55242,35837,83290,12500,13665,54184,14137,16715,52799,73551,10144,14825,9306,69994,9836,69000,26359,19867,22050,29467,34525,9098,52843,16833,60962,17182,26224,59125,60500,17580,70000,7846,127400,15679,68011,16594,55466,26000,32214
7/12/2022,11750,16840,34409,42378,12745,13712,60093,32301,43669,51186,41340,18245,33265,12929,46500,22999,59263,26650,25992,90782,54289,51207,35165,36715,20690,12198,21928,70128,67306,17836,79618,20047,21201,46446,21434,15689,15510,30445,36320,10649,20273,14269,14825,56322,35500,57258,32364,34800,9052,17323,12846,102000,63788,19300,36557,20144,73400,11401,21800,26467,47524,58321,36653,84227,12950,13944,54731,15091,17524,55659,72840,10817,15249,9769,70187,10058,69400,26608,20108,22600,31530,35010,9465,49498,17286,60878,17864,27142,63219,60200,17874,69900,8118,125500,16075,68290,16745,55198,26200,33869
7/13/2022,12100,16840,34319,42565,12835,13620,59701,31991,43669,53109,42193,17766,33777,13017,46350,23760,60035,27700,25627,88059,53699,49605,34100,36677,20216,12198,21822,69288,65667,17983,77446,19906,20850,46635,21577,15455,15642,31043,35480,11356,20273,14111,15058,56791,35950,57453,32137,35100,9356,17496,13230,101000,62996,19400,35973,20013,73600,11834,21700,26618,47434,57617,36245,82929,13000,13944,54640,15182,17209,56759,72840,10577,15037,9538,69994,10757,69400,26317,19915,23050,31497,35010,9261,50435,17254,60793,17637,26701,62668,60100,17874,69500,8195,124800,16250,67545,16745,55288,26250,33912
7/14/2022,12150,16875,34637,42285,12924,13943,62246,32080,44062,53017,41681,18341,33834,13900,46575,24162,60614,26350,27406,88059,52519,48918,34755,39034,20595,12198,21716,69540,65580,19240,79457,19953,21500,46777,22199,16523,15642,31005,35840,11439,20182,14190,14872,58199,35950,59892,33455,35300,9423,17634,13269,102500,62005,19500,36946,20970,73700,11834,21950,26618,47705,56297,36381,83290,13100,13944,54640,15546,17299,56832,73456,10625,15717,9677,70042,10721,69400,26192,20685,23300,32250,34864,9424,48829,17416,61301,17909,28537,62983,60100,17985,69500,8623,126700,16953,67452,16926,55644,26050,33956
7/15/2022,11950,16840,34455,42425,12924,13943,61463,31769,44062,51735,41596,18676,33379,14872,44250,24162,60807,26900,27178,86969,51634,50368,34386,38957,20784,12198,21858,69036,63251,18722,78411,20472,21100,46351,22151,16156,15576,31230,35880,11189,21091,14348,14872,60828,35550,59990,33046,35400,9457,17600,13461,101200,60916,19900,37091,20753,73600,11634,22150,27148,47705,56297,36109,81848,13000,14107,55187,15364,17074,57125,73029,11346,15589,9677,69849,10794,70000,26151,20300,23000,32218,35010,9669,48963,17545,61216,18091,27913,63376,60000,17838,69600,8506,124700,16602,66706,17046,56001,26200,36306
7/18/2022,12000,16769,34364,43592,13327,14036,61561,31503,44062,52468,40829,18772,33550,15137,45000,24073,60614,27700,26995,84428,54093,51145,32501,39266,20264,11732,21646,69708,62560,18747,78411,20189,21050,46067,22199,16423,15510,30520,35560,11938,20546,13993,15058,61954,35600,59794,32909,35400,9525,17565,13538,102600,60421,19300,36703,20709,73600,11601,22400,26921,47976,55946,36517,81848,13100,14026,55461,15500,17613,58079,73124,11153,15589,9862,69559,10610,69900,26442,20108,22550,32545,35204,9587,49431,17642,60962,19046,28244,66053,59000,18095,68000,8778,124200,16690,66799,16986,56536,26050,37177
7/19/2022,11750,16769,34319,43499,13237,13712,60190,31636,43747,52285,41084,18341,32981,15020,44925,23760,60132,27450,26722,88513,54683,50370,33403,39189,19790,11732,21681,69708,60921,18722,81950,20566,21400,46351,22199,16690,15444,30856,37040,11730,20137,13757,15058,61954,36550,59794,32728,35400,9390,17427,13538,102000,59430,18700,35973,22145,73600,11501,22350,27299,47976,58145,38196,79684,13450,14189,55917,15637,17838,59545,74357,11250,15207,9816,70042,10721,69900,26483,19867,22950,33200,35010,9546,49766,17578,60370,18727,27913,66211,58800,17874,68800,8778,124500,16470,67824,16895,56090,26000,38265
7/20/2022,11900,17050,34500,45272,13550,14082,61659,32301,44849,52651,41511,18772,33493,15285,45450,24207,63606,26950,27360,90782,58420,50370,34427,40699,20548,12198,21716,71304,65149,20028,82834,20613,22250,48243,22773,17358,15741,32985,37760,11730,20318,14190,15151,58575,37000,59892,33364,35700,9558,17669,13846,103000,60619,19250,36751,22406,73900,11667,22700,28698,47976,57177,38876,81920,13500,14271,56829,15727,17883,60499,75780,11682,15632,10464,70718,10905,70300,26608,20493,23050,32479,35204,9914,49766,18419,61386,19137,29088,67549,59700,18279,68200,9188,125500,16865,68011,16986,57071,26050,39006
7/21/2022,12050,17296,34500,42658,13282,12747,60876,32390,45242,51919,41084,18628,33550,15314,44100,24610,63606,25450,27953,91236,61469,50370,36400,40280,21116,12055,21681,71388,68169,19363,83719,20047,22250,47865,22678,16890,15873,32612,37600,11522,20637,14427,15151,59138,36850,60477,33591,35800,9896,17704,13999,105500,63491,19450,37140,22014,74200,11634,22300,28206,47795,58497,38422,82208,13350,14312,55734,15500,17928,59912,78246,11442,15419,10464,70573,10794,70300,26608,20493,23100,32283,35737,9710,50903,18322,61386,18864,28537,66132,58900,18463,68500,8983,126000,16821,68197,17016,56625,26300,37874
7/22/2022,12500,17085,34319,42052,13327,12705,65084,31503,45636,51552,40914,18580,32412,15196,43500,24073,63606,26400,27041,89148,59994,50370,35700,38601,20832,12055,21752,71472,66012,18821,86695,19906,22700,48054,22486,16456,15708,32201,37840,11813,20182,14269,14918,61860,36850,62623,33182,35700,9727,17669,14076,108500,63887,19250,36605,21753,73900,11734,22300,27715,47163,58057,37923,82569,13150,14271,55643,15455,17613,59325,78720,11250,15462,10371,73906,10573,70600,26566,20108,23000,32807,35980,9626,50836,18160,61386,19182,27913,66053,58700,19272,66500,8819,125600,16646,67079,16986,56358,26000,37047
7/25/2022,12200,16875,34091,42845,13192,12577,66356,31414,46344,50728,40488,18293,33493,15019,41850,23804,62834,27500,25764,87605,58027,50370,35200,36923,20737,11768,21540,71724,66012,19030,84202,20047,22400,47297,21816,17191,15576,31977,38880,11980,19909,13875,14639,59607,36200,63013,33000,35500,9862,17461,13961,108600,62699,18500,36071,22623,73700,11734,21700,27791,47343,58057,37288,81631,13150,14353,54275,14773,17029,58372,78246,11105,15165,10001,73906,10426,70900,26317,19675,22850,32643,35689,9500,50836,17739,61724,18955,28354,65423,58900,18941,67300,8737,125800,16470,67917,16684,56536,26300,37438
7/26/2022,12100,16875,33682,40698,12745,12108,67041,31547,46423,49813,40232,18293,33322,14990,42300,23760,62834,26400,26494,86879,59698,49208,35100,37804,21305,11732,21257,71220,66443,18904,84202,19811,21500,47675,21769,16890,15576,31939,38880,12229,19682,13086,14686,63738,36000,63111,33682,35900,9930,17392,13923,110000,62402,17500,35973,22058,73900,11667,21600,28017,47253,57529,37062,80766,13000,14230,54275,15091,17074,55952,79526,11057,15122,10325,73617,10389,70800,26400,19483,22950,32348,35495,9500,50702,17480,62571,19546,27693,62038,58700,18867,66100,8655,125100,15987,67079,16714,56090,26050,34913
7/27/2022,12400,16980,33137,41445,12969,12108,67041,31547,46265,52376,40658,18916,33777,14990,44250,24162,63124,26400,27634,87151,59403,49208,36500,38937,22631,11911,21187,71556,67306,19283,84202,20000,22000,47297,22103,17157,15774,33994,39360,12313,19318,13008,14686,59607,36300,63794,33909,36000,10335,17219,13923,109900,61510,17300,37140,22580,73700,11701,22350,28131,47434,57529,37470,80910,13100,14230,54184,15091,16895,56905,79526,11490,15037,10973,77288,10536,70500,26400,19627,23050,31759,35495,9668,50234,17448,63503,20364,28207,63613,58600,18867,66500,8778,125300,15987,67265,16714,55823,26300,35697
7/28/2022,12250,17155,33546,41165,13192,12534,70369,32390,45950,51827,41170,19299,33152,15255,45000,24699,64668,24600,27907,87151,59502,49130,38950,39399,23246,11911,21151,71304,66012,19789,85488,20189,22350,47297,22917,17358,16104,34592,41440,12354,19455,13402,14965,62424,37800,67305,34546,36200,10538,17669,14230,109900,61411,17700,37966,22884,74000,11934,22850,28585,48066,59464,37651,81487,13550,14312,55004,15546,17254,56979,82039,11490,15377,10927,78109,10831,70200,26442,20348,24450,33920,36174,9877,50167,17610,63757,20364,28574,64872,58800,19456,67000,9106,127400,16558,67638,17137,55912,28100,35262
7/29/2022,12250,17261,32955,39905,13774,13003,71935,33100,47131,52926,40658,19155,33493,15255,45225,24341,65151,23800,26722,81069,57633,48820,38300,37427,23483,11660,21187,70128,62129,20073,86453,20377,23000,47297,22869,17424,15939,34741,42320,12146,19546,13362,15011,62424,37700,68769,34091,35300,10268,17738,14307,106100,60421,17800,38064,22623,74500,12101,22850,28131,47524,58848,37288,82208,13350,14312,55187,15318,16984,55145,85359,11298,15292,10834,77964,10794,70300,26483,20541,24700,33855,36755,9877,50167,17221,63248,20455,29749,64872,59900,19566,64000,9106,125700,16777,67824,17318,55288,28000,34217
8/1/2022,12450,17541,33728,42005,13997,13557,73794,34609,48390,54208,40616,19921,35085,15314,46500,25684,65633,25300,27406,82612,59895,48045,39550,38140,24903,12198,21293,70548,63855,21464,86775,20330,23800,49662,23634,18058,16302,35003,41520,12313,20727,14269,15336,62424,39550,68281,35000,35300,10639,18326,14384,109400,60718,19000,40105,22797,74700,12067,23700,28131,48428,59816,37923,84372,13500,14353,55643,15909,17613,55732,86782,11634,15589,11158,77964,11089,69900,26566,21936,25200,34968,37434,10254,49967,17642,65196,21182,31586,64715,60000,19603,64700,9680,127100,17919,68476,17559,58409,29000,33085
8/2/2022,12650,17471,34000,41865,14042,13472,73990,34165,47839,53933,41170,19682,35256,15285,45600,25594,65054,25700,28090,80524,59305,48820,39600,39021,24856,12557,21399,71388,62905,21812,87016,20755,23700,49189,23730,17791,16401,34965,41520,12479,20818,14427,15522,60077,38800,67305,35364,35200,10741,18464,14423,110000,61411,19350,39814,23494,75700,12067,24000,28585,48608,60168,37198,84011,13750,14475,56738,16182,17793,57639,89058,12403,16099,11205,77771,11126,69900,26483,22321,24950,34444,37143,10295,50368,17901,66805,21364,31365,62983,62500,19566,66600,9639,127500,18227,68383,17529,58587,29000,34391
8/3/2022,12750,17506,34091,42939,14534,13771,73207,34875,49491,53475,41724,20209,34687,15402,46800,26042,67757,25500,29549,80796,59895,48433,39500,40573,25566,12844,21752,71220,62560,21907,90072,21085,23850,49946,23634,17892,16401,36086,42400,12645,21591,15412,15615,60828,38600,67305,35409,35000,10808,18603,14461,110000,61213,20700,40203,23146,76200,12101,24000,29870,48608,61399,37107,83651,13700,14394,56920,16182,18512,59545,90054,12500,16142,11251,77867,11236,69600,26442,22657,25450,34706,36998,10295,49498,18128,67313,21273,32320,65030,61900,19272,66000,9804,127000,18578,68383,17499,58587,29050,34522
8/4/2022,12550,17541,34091,43079,14221,13771,75067,34875,49491,53475,41596,19921,35654,16315,47775,25818,67274,26650,29549,82430,61862,48278,39650,39860,25282,12880,21575,72312,64027,21938,87660,20708,23200,48811,23539,18326,16434,35563,40960,12812,21500,15688,15522,60077,37800,66818,35455,34800,10842,18637,14461,107900,62104,20700,40105,22841,78500,12101,23850,29227,48789,60696,38196,83651,13600,14435,57832,15773,18377,58665,87730,12403,16014,11158,78254,11200,69400,26400,22657,25200,33920,37240,10421,50301,18646,69853,21137,32027,65266,63000,19198,66400,9845,129200,18622,68290,17740,58409,29000,33607
8/5/2022,12550,17436,34046,43499,14400,13898,76339,34609,49491,53842,42107,20400,35540,16345,47400,25952,67177,26700,29549,81613,61862,47580,41050,39860,25898,12916,21469,72060,64718,22760,88062,21132,23550,49094,23682,18492,16302,36721,41360,12812,21182,16161,15615,60077,38500,66818,35182,35000,10876,18637,14461,104500,62104,20850,40640,22884,80900,11967,23850,29530,48789,61311,37787,82857,14000,14435,58106,16850,18872,59399,86592,12740,15844,11390,78199,11163,70200,26234,23860,25250,34378,37240,10421,50167,18646,69429,21546,33386,64400,61800,19088,65400,10501,126500,19325,67638,17710,58320,28950,34130
8/8/2022,12800,17366,34046,46532,14802,13941,76633,34431,48862,53750,41724,20352,35540,17081,47250,25952,67081,26800,30598,83066,63829,47115,40750,40783,25377,12557,21328,72228,69205,22381,89268,21510,24500,49189,24017,18225,16500,36161,42320,12936,21455,16358,15801,57355,37900,66818,35091,34500,10774,18741,14461,104800,62302,21700,40980,23450,81800,12101,24050,30097,48608,61575,38513,84155,14000,14475,57467,18000,18916,60132,85833,12548,15759,11205,76859,11163,69300,26151,23716,25300,34313,38016,10295,50167,18484,69429,21546,33790,67707,61500,19235,64600,10829,125200,19457,67265,18102,57695,28700,34652
8/9/2022,12750,17506,33728,46206,14758,14709,76633,34298,49570,53384,41809,20209,35824,16845,47850,25773,67274,25500,30370,86425,62747,47658,40950,40867,25566,12665,21328,72396,69118,22318,90072,21415,24200,49567,24161,18025,16599,36310,41280,12978,21909,16200,15615,57730,37900,66818,34864,34700,10504,18914,14615,105200,62699,21800,42050,23146,83300,12067,24600,29530,48608,60520,38196,84155,14050,14721,57559,17750,19006,58959,85454,13413,16099,11575,77752,11200,69400,25984,23860,25250,34837,37968,10505,50167,18516,68413,21409,34671,66526,60900,19162,65300,10911,126400,19808,67079,18253,58052,28550,33912
8/10/2022,13000,17436,35409,45365,14579,14666,78297,34076,49885,52651,42150,21597,35199,16728,47475,25460,65826,24950,29503,84881,61764,47813,42100,39860,26513,13526,21187,72228,67824,22286,89188,21038,24300,49189,23969,18225,16533,36758,41840,13020,21637,16476,15801,58199,37800,66818,35228,34250,10369,18810,14576,105800,62996,21500,41807,23146,83200,12067,24300,29341,48518,60960,38059,84011,13950,14435,58471,18800,19051,59105,86307,13365,15929,11899,77037,11052,68500,25860,23620,24900,35295,37628,10546,50167,18322,68159,21727,35038,65896,61300,19125,64800,10911,125400,19500,67545,18163,58409,28400,33303
8/11/2022,12500,17366,35000,46206,14132,14154,77807,33987,49963,51919,41766,22076,35483,16610,46200,25505,66598,25700,28956,82612,61961,47348,40000,39105,26324,13490,21187,72228,68255,21970,90877,20613,23600,48716,23634,17925,16698,35264,40400,12687,21273,16003,15569,58293,37500,66525,35455,34400,10369,18533,14307,106800,62402,20600,41321,22623,81300,12034,23600,28736,48428,59552,37969,82280,13800,14639,57285,18700,18872,58812,86307,12596,16226,11436,75965,10905,69900,26192,23475,25200,34247,37337,10254,50167,18452,69006,20909,33128,66211,61400,18867,65800,10501,125200,19281,66240,17861,58230,28900,33259
8/12/2022,12650,17401,34955,48166,14445,14623,79275,34786,52717,53292,41596,22507,36450,16610,46650,25639,66309,26750,29549,83157,64419,47038,40550,39357,26513,13526,21151,72648,73001,22413,92003,20849,24500,49000,23778,18225,16764,35339,41440,12812,21773,17107,15476,58293,38400,66330,35273,34450,10538,18706,14461,107200,62402,21750,41224,22449,81500,12034,23700,29416,48608,60344,38059,81776,14000,14557,57467,18900,18961,59105,86307,12836,16226,11575,76859,10979,69800,26068,23956,25650,35623,37628,10337,49833,18516,69091,20955,35185,68494,61200,18978,66200,11198,124300,19764,66986,18042,57963,29350,33477
